"","X","TubID","LizardID","Treatment","Date","Time","Trial","Correct","Choose.only.correct.dish","Latency","lt","learnt"
"1",1,1,"1468549","SL",2015-08-10,"Morning",1,1,0,403,1,1
"2",2,1,"1468549","SL",2015-08-10,"Afternoon",2,1,0,468,1,1
"3",3,1,"1468549","SL",2015-08-11,"Morning",3,1,0,827,1,1
"4",4,1,"1468549","SL",2015-08-11,"Afternoon",4,1,0,282,1,1
"5",5,1,"1468549","SL",2015-08-14,"Morning",5,1,1,661,1,1
"6",6,1,"1468549","SL",2015-08-14,"Afternoon",6,1,0,474,1,1
"7",7,1,"1468549","SL",2015-08-17,"Morning",7,0,0,NA,1,1
"8",8,1,"1468549","SL",2015-08-17,"Afternoon",8,0,0,NA,0,1
"9",9,1,"1468549","SL",2015-08-18,"Morning",9,1,0,1062,0,1
"10",10,1,"1468549","SL",2015-08-18,"Afternoon",10,1,0,171,0,1
"11",11,1,"1468549","SL",2015-08-19,"Morning",11,1,0,766,0,1
"12",12,1,"1468549","SL",2015-08-19,"Afternoon",12,1,0,531,0,1
"13",13,1,"1468549","SL",2015-08-20,"Morning",13,1,1,713,0,1
"14",14,1,"1468549","SL",2015-08-20,"Afternoon",14,1,0,397,0,1
"15",15,1,"1468549","SL",2015-08-21,"Morning",15,1,1,449,0,1
"16",16,1,"1468549","SL",2015-08-21,"Afternoon",16,1,0,536,0,1
"17",17,1,"1468549","SL",2015-08-24,"Morning",17,1,0,142,0,1
"18",18,1,"1468549","SL",2015-08-24,"Afternoon",18,1,1,181,0,1
"19",19,1,"1468549","SL",2015-08-25,"Morning",19,1,1,194,0,1
"20",20,1,"1468549","SL",2015-08-25,"Afternoon",20,0,0,NA,0,1
"21",21,1,"1468549","SL",2015-08-26,"Morning",21,1,0,247,0,1
"22",22,1,"1468549","SL",2015-08-26,"Afternoon",22,1,0,291,0,1
"23",23,1,"1468549","SL",2015-08-27,"Morning",23,0,0,NA,0,1
"24",24,1,"1468549","SL",2015-08-27,"Afternoon",24,0,0,NA,0,1
"25",25,1,"1468549","SL",2015-08-28,"Morning",25,1,0,318,0,1
"26",26,1,"1468549","SL",2015-08-28,"Afternoon",26,0,0,NA,0,1
"27",27,2,"1468506","SL",2015-08-10,"Morning",1,0,0,NA,1,1
"28",28,2,"1468506","SL",2015-08-10,"Afternoon",2,1,0,169,1,1
"29",29,2,"1468506","SL",2015-08-11,"Morning",3,1,0,244,1,1
"30",30,2,"1468506","SL",2015-08-11,"Afternoon",4,1,0,143,1,1
"31",31,2,"1468506","SL",2015-08-14,"Morning",5,1,1,91,1,1
"32",32,2,"1468506","SL",2015-08-14,"Afternoon",6,1,0,163,1,1
"33",33,2,"1468506","SL",2015-08-17,"Morning",7,1,0,31,1,1
"34",34,2,"1468506","SL",2015-08-17,"Afternoon",8,1,0,99,0,1
"35",35,2,"1468506","SL",2015-08-18,"Morning",9,1,1,162,0,1
"36",36,2,"1468506","SL",2015-08-18,"Afternoon",10,1,0,54,0,1
"37",37,2,"1468506","SL",2015-08-19,"Morning",11,1,0,78,0,1
"38",38,2,"1468506","SL",2015-08-19,"Afternoon",12,1,0,69,0,1
"39",39,2,"1468506","SL",2015-08-20,"Morning",13,0,0,NA,0,1
"40",40,2,"1468506","SL",2015-08-20,"Afternoon",14,1,0,45,0,1
"41",41,2,"1468506","SL",2015-08-21,"Morning",15,1,0,175,0,1
"42",42,2,"1468506","SL",2015-08-21,"Afternoon",16,1,0,192,0,1
"43",43,2,"1468506","SL",2015-08-24,"Morning",17,1,1,59,0,1
"44",44,2,"1468506","SL",2015-08-24,"Afternoon",18,1,1,43,0,1
"45",45,2,"1468506","SL",2015-08-25,"Morning",19,1,1,202,0,1
"46",46,2,"1468506","SL",2015-08-25,"Afternoon",20,1,0,292,0,1
"47",47,2,"1468506","SL",2015-08-26,"Morning",21,0,0,NA,0,1
"48",48,2,"1468506","SL",2015-08-26,"Afternoon",22,0,0,NA,0,1
"49",49,2,"1468506","SL",2015-08-27,"Morning",23,1,1,92,0,1
"50",50,2,"1468506","SL",2015-08-27,"Afternoon",24,1,0,121,0,1
"51",51,2,"1468506","SL",2015-08-28,"Morning",25,1,0,117,0,1
"52",52,2,"1468506","SL",2015-08-28,"Afternoon",26,1,0,66,0,1
"53",53,3,"1469229","SL",2015-08-10,"Morning",1,1,1,611,1,1
"54",54,3,"1469229","SL",2015-08-10,"Afternoon",2,1,0,1633,1,1
"55",55,3,"1469229","SL",2015-08-11,"Morning",3,1,1,695,1,1
"56",56,3,"1469229","SL",2015-08-11,"Afternoon",4,0,0,NA,1,1
"57",57,3,"1469229","SL",2015-08-14,"Morning",5,1,0,833,1,1
"58",58,3,"1469229","SL",2015-08-14,"Afternoon",6,1,1,699,1,1
"59",59,3,"1469229","SL",2015-08-17,"Morning",7,1,1,363,1,1
"60",60,3,"1469229","SL",2015-08-17,"Afternoon",8,1,0,355,0,1
"61",61,3,"1469229","SL",2015-08-18,"Morning",9,1,0,1153,0,1
"62",62,3,"1469229","SL",2015-08-18,"Afternoon",10,0,0,NA,0,1
"63",63,3,"1469229","SL",2015-08-19,"Morning",11,1,0,211,0,1
"64",64,3,"1469229","SL",2015-08-19,"Afternoon",12,0,0,NA,0,1
"65",65,3,"1469229","SL",2015-08-20,"Morning",13,1,0,189,0,1
"66",66,3,"1469229","SL",2015-08-20,"Afternoon",14,1,0,461,0,1
"67",67,3,"1469229","SL",2015-08-21,"Morning",15,1,0,774,0,1
"68",68,3,"1469229","SL",2015-08-21,"Afternoon",16,1,0,548,0,1
"69",69,3,"1469229","SL",2015-08-24,"Morning",17,1,1,383,0,1
"70",70,3,"1469229","SL",2015-08-24,"Afternoon",18,1,1,477,0,1
"71",71,3,"1469229","SL",2015-08-25,"Morning",19,1,1,473,0,1
"72",72,3,"1469229","SL",2015-08-25,"Afternoon",20,1,0,178,0,1
"73",73,3,"1469229","SL",2015-08-26,"Morning",21,1,0,644,0,1
"74",74,3,"1469229","SL",2015-08-26,"Afternoon",22,1,0,1274,0,1
"75",75,3,"1469229","SL",2015-08-27,"Morning",23,1,0,920,0,1
"76",76,3,"1469229","SL",2015-08-27,"Afternoon",24,1,0,178,0,1
"77",77,3,"1469229","SL",2015-08-28,"Morning",25,1,0,765,0,1
"78",78,3,"1469229","SL",2015-08-28,"Afternoon",26,1,0,1078,0,1
"79",79,4,"1468502","SL",2015-08-10,"Morning",1,0,0,1651,1,1
"80",80,4,"1468502","SL",2015-08-10,"Afternoon",2,1,0,1343,1,1
"81",81,4,"1468502","SL",2015-08-11,"Morning",3,1,0,1272,1,1
"82",82,4,"1468502","SL",2015-08-11,"Afternoon",4,1,1,719,1,1
"83",83,4,"1468502","SL",2015-08-14,"Morning",5,1,0,130,1,1
"84",84,4,"1468502","SL",2015-08-14,"Afternoon",6,1,0,848,1,1
"85",85,4,"1468502","SL",2015-08-17,"Morning",7,1,0,662,1,1
"86",86,4,"1468502","SL",2015-08-17,"Afternoon",8,1,1,575,0,1
"87",87,4,"1468502","SL",2015-08-18,"Morning",9,1,1,919,0,1
"88",88,4,"1468502","SL",2015-08-18,"Afternoon",10,1,0,652,0,1
"89",89,4,"1468502","SL",2015-08-19,"Morning",11,1,1,275,0,1
"90",90,4,"1468502","SL",2015-08-19,"Afternoon",12,1,0,526,0,1
"91",91,4,"1468502","SL",2015-08-20,"Morning",13,1,1,571,0,1
"92",92,4,"1468502","SL",2015-08-20,"Afternoon",14,1,0,740,0,1
"93",93,4,"1468502","SL",2015-08-21,"Morning",15,1,0,837,0,1
"94",94,4,"1468502","SL",2015-08-21,"Afternoon",16,1,0,587,0,1
"95",95,4,"1468502","SL",2015-08-24,"Morning",17,1,1,1019,0,1
"96",96,4,"1468502","SL",2015-08-24,"Afternoon",18,1,1,853,0,1
"97",97,4,"1468502","SL",2015-08-25,"Morning",19,1,0,877,0,1
"98",98,4,"1468502","SL",2015-08-25,"Afternoon",20,1,1,513,0,1
"99",99,4,"1468502","SL",2015-08-26,"Morning",21,0,0,NA,0,1
"100",100,4,"1468502","SL",2015-08-26,"Afternoon",22,1,0,1175,0,1
"101",101,4,"1468502","SL",2015-08-27,"Morning",23,1,0,1268,0,1
"102",102,4,"1468502","SL",2015-08-27,"Afternoon",24,0,0,NA,0,1
"103",103,4,"1468502","SL",2015-08-28,"Morning",25,1,0,1207,0,1
"104",104,4,"1468502","SL",2015-08-28,"Afternoon",26,1,0,949,0,1
"105",105,5,"1469703","SL",2015-08-24,"Morning",1,1,1,118,1,1
"106",106,5,"1469703","SL",2015-08-24,"Afternoon",2,1,1,36,1,1
"107",107,5,"1469703","SL",2015-08-25,"Morning",3,1,1,282,1,1
"108",108,5,"1469703","SL",2015-08-25,"Afternoon",4,1,1,200,1,1
"109",109,5,"1469703","SL",2015-08-26,"Morning",5,0,0,NA,1,1
"110",110,5,"1469703","SL",2015-08-26,"Afternoon",6,1,0,569,1,1
"111",111,5,"1469703","SL",2015-08-27,"Morning",7,1,0,212,1,1
"112",112,5,"1469703","SL",2015-08-27,"Afternoon",8,1,0,811,0,1
"113",113,5,"1469703","SL",2015-08-28,"Morning",9,1,0,249,0,1
"115",115,5,"1469703","SL",2015-08-31,"Morning",10,1,0,324,0,1
"119",119,5,"1469703","SL",2015-09-02,"Morning",11,1,0,368,0,1
"121",121,5,"1469703","SL",2015-09-03,"Morning",12,1,0,662,0,1
"123",123,5,"1469703","SL",2015-09-04,"Morning",13,1,0,161,0,1
"125",125,5,"1469703","SL",2015-09-07,"Morning",14,1,1,2813,0,1
"127",127,5,"1469703","SL",2015-09-08,"Morning",15,1,0,845,0,1
"129",129,5,"1469703","SL",2015-09-09,"Morning",16,1,0,155,0,1
"133",133,5,"1469703","SL",2015-09-11,"Morning",17,1,1,573,0,1
"136",136,6,"1468510","SL",2015-08-10,"Afternoon",1,0,0,NA,1,1
